Account No,Coding ID,Archival_Culture_Name,Possible_GJB_All_cid_Matches,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
12630596,,BINGA,12255,,,1,1,1,1,2,4,1,1,111,111,111,1,1,111,111,111,111,3,2,1,111,3,3,1,111,111,2,1,111,111,1,0,1,4,111,111
4213316,,BIRA,15412,,,3,5,4,5,5,5,2,3,2,2,1,111,111,111,111,111,111,111,2,1,111,3,3,1,2,2,2,1,111,111,3,0,1,111,111,111
21827,,BIRIFOR,,,,3,5,4,4,4,4,2,3,3,3,1,2,3,111,111,111,2,111,2,1,1,3,1,2,2,3,1,1,1,111,111,1,1,111,2,111
31556,,BIROM,,,,111,5,4,4,5,5,2,3,3,2,1,111,111,111,111,111,111,111,2,1,1,3,3,1,2,3,3,1,1,111,111,0,2,4,1,111
6328900,,BISA,,,,5,5,4,4,4,5,2,3,3,3,3,2,2,111,111,111,1,111,2,1,111,3,3,1,2,3,3,1,2,1,111,0,2,4,2,111
8427076,,BISAYAN,,,,111,111,3,5,5,4,2,111,111,111,111,111,111,111,111,111,111,111,4,4,3,2,2,2,111,111,111,3,2,111,111,0,111,111,111,111
49731,,BLACK CARI,12321,,,6,5,3,5,4,2,1,4,1,111,111,1,1,111,111,111,2,111,4,3,3,2,2,2,111,111,111,3,2,1,1,0,1,6,4,111
12589636,,BLACKFOOT,12333,,,4,1,2,3,1,5,1,1,111,111,111,1,3,111,111,111,2,3,2,2,1,3,2,2,1,2,2,3,2,111,2,0,1,2,2,3
50500,,BLOODBLACK,12343,,,3,1,2,3,1,5,1,1,111,111,111,1,3,111,111,111,2,1,3,2,111,3,2,2,1,2,3,3,2,111,2,0,2,2,2,3
12612420,,BOBO,12354,,,4,5,4,5,4,5,2,3,3,2,1,2,3,111,111,111,111,111,1,1,1,3,3,1,2,3,3,1,111,1,3,0,1,4,111,111
8422724,,BODI,,,,111,4,4,5,3,5,4,3,3,3,3,1,2,111,111,111,1,3,2,1,2,111,3,1,2,3,3,111,111,111,111,0,2,4,2,111
4216644,,BOGO,,,,111,2,5,5,5,5,4,2,3,3,3,111,111,111,111,111,111,111,2,3,3,3,0,111,2,3,3,3,111,111,111,0,2,111,4,111
12587588,,BOHOGUE,25477,,,2,2,2,2,1,3,1,1,111,111,111,1,3,111,111,111,2,1,1,3,3,2,2,2,1,2,2,3,2,111,2,0,1,2,111,3
4220228,,BOKI,,,,111,5,4,5,4,4,2,3,1,3,1,111,111,111,111,111,111,111,2,1,1,3,0,111,111,111,111,1,111,111,111,0,1,111,111,111
10820,,BOLEWA,,,,111,5,4,4,4,5,2,3,3,3,1,2,2,111,111,111,1,111,2,1,111,3,3,1,111,111,111,3,2,1,4,0,3,111,4,111
12633412,,BOMBAY OVERS,17194,,,8,6,7,5,5,4,2,5,3,3,3,1,3,111,111,111,2,3,3,4,1,3,1,2,2,3,2,3,2,1,4,0,4,111,111,4
12602180,,BOMBESA,,,,111,5,3,5,4,4,1,3,1,111,111,111,111,111,111,111,1,111,2,1,1,3,3,1,111,111,111,1,111,1,2,0,1,4,111,111
2135108,,BOMVANA,,,,111,111,3,5,5,5,3,111,111,111,111,111,111,111,111,111,111,111,2,1,1,3,3,1,111,111,111,111,2,111,111,0,111,111,111,111
4227908,,BONGO,,,,111,5,4,3,4,4,2,3,3,2,1,2,1,111,111,111,1,3,2,1,111,3,3,1,111,111,111,1,111,1,1,0,2,5,2,111
4205636,,BONTOK,30140,,,5,5,4,5,4,5,2,6,3,3,1,111,111,111,111,111,1,1,1,4,3,3,2,2,2,2,2,2,3,2,4,0,1,1,111,111
8432963,,BORAWITOTO,12530,,,111,5,3,3,3,3,1,3,1,111,111,1,1,111,111,111,2,2,1,3,3,3,3,1,111,111,111,1,111,1,2,1,1,4,2,2
49730,,BORORO,,,,111,2,2,2,1,4,1,1,111,111,111,1,3,111,111,111,111,1,4,3,1,1,1,1,111,111,111,1,1,111,1,1,2,4,1,2
4225860,,BORROM,,,,111,5,4,4,5,5,2,5,3,2,1,111,111,111,111,111,111,111,2,1,111,3,3,1,2,3,3,111,111,111,111,0,111,4,111,111
8426819,,BOTOCUDO,,,,2,1,1,1,2,4,1,1,111,111,111,1,1,111,111,111,111,3,4,2,1,111,2,2,1,2,111,3,2,111,1,1,1,2,111,111
40003,,BOZO,,,,111,2,2,4,5,1,1,6,3,111,111,111,3,111,111,111,1,111,2,2,1,3,3,1,2,3,2,111,111,1,3,1,2,111,4,111
45635,,BRAZILIANS,12594,,,8,5,7,5,4,4,2,5,3,3,3,2,3,111,111,111,2,2,4,4,3,2,2,2,2,2,2,3,3,111,5,0,5,6,4,111
12602692,,BUBI,,,,111,5,4,5,4,4,2,3,1,2,1,111,111,111,111,111,111,3,2,1,1,3,0,111,2,1,1,1,2,111,4,0,5,4,111,111
19524,,BUDJA,,,,111,111,3,5,5,3,2,111,111,111,111,111,111,111,111,111,111,111,2,1,111,3,3,1,2,3,3,1,111,111,2,0,111,111,111,111
8407620,,BUDU,12662,,,4,5,3,5,2,5,1,3,2,111,111,2,1,111,111,111,1,1,2,1,111,3,3,1,111,111,111,1,111,1,2,0,1,4,111,111
8429635,,BUDUMA,,,,111,5,3,4,5,2,3,3,3,3,3,2,111,111,111,111,111,111,2,2,111,3,3,1,2,3,3,111,2,1,3,1,2,1,111,111
4221508,,BUEM,,,,4,5,4,5,3,4,2,3,1,2,1,111,111,111,111,111,111,111,2,2,1,3,3,1,2,3,3,1,111,1,2,0,2,111,111,111
12612932,,BUILSA,,,,111,4,4,5,5,5,3,3,3,3,1,111,111,111,111,111,111,111,2,2,1,3,1,2,2,3,3,1,2,1,2,0,1,4,111,111
8434243,,BULGARIANS,12761,,,8,5,7,5,5,5,2,5,3,3,3,2,2,111,111,111,2,1,4,4,1,3,2,2,2,2,2,3,3,2,4,2,4,111,4,111
55874,,BULU,12783,,,2,5,4,4,4,3,2,3,1,2,1,2,1,111,111,111,2,1,2,1,1,3,3,1,1,2,3,1,1,111,4,0,1,4,2,2
12597060,,BUNDA,,,,111,5,4,5,4,4,2,3,3,2,1,111,1,111,111,111,1,111,2,1,111,1,1,1,2,1,1,1,2,1,4,0,3,4,111,111
4201284,,BUNGI,,,,4,1,1,1,3,5,1,1,111,111,111,1,1,111,111,111,2,2,4,3,3,111,3,1,1,2,111,3,2,111,1,0,1,4,2,3
9283,,BUNLAP,12816,,,3,5,4,4,5,4,2,3,1,1,111,1,1,111,111,111,2,3,2,3,3,3,1,2,1,2,3,1,2,1,2,0,1,1,1,1
8421188,,BURA,12827,,,111,4,4,5,5,4,3,5,3,3,3,111,111,111,111,111,111,3,2,1,111,3,3,1,2,3,3,111,2,111,111,0,1,111,111,111
21316,,BURJI,12838,,,111,5,4,5,4,5,2,5,1,3,3,2,3,111,111,111,111,3,2,1,111,3,3,1,111,111,111,3,111,111,3,0,111,4,2,111
4675,,BURMESE,12849,,,8,5,8,5,5,5,2,6,3,3,1,2,3,111,111,111,2,2,5,4,3,2,2,2,2,2,2,2,2,2,4,2,4,6,1,111
2883,,BURUSHO,12860,,,4,5,8,5,5,5,3,6,3,3,3,2,2,111,111,111,2,3,4,3,1,3,3,1,111,111,111,3,2,1,4,2,2,111,4,4
8434499,,BURYAT,12871,,,111,2,5,5,3,5,4,111,3,111,111,111,3,111,111,111,111,111,2,3,1,3,3,1,111,111,111,1,111,111,111,2,111,111,4,111
14716740,,BUSAMA,,,,111,5,4,4,4,4,2,4,1,1,111,1,1,111,111,111,1,3,1,3,3,3,1,2,2,1,3,1,111,1,2,0,1,5,1,111
4209220,,BUYE,,,,111,5,4,4,4,4,2,3,1,2,1,2,1,111,111,111,1,111,2,1,111,1,1,1,111,111,111,3,111,111,111,0,3,111,2,4
8427332,,BWAIDOGA,12931,,,111,111,3,5,5,2,2,111,111,111,111,111,111,111,111,111,111,111,111,4,1,3,2,2,111,111,111,111,2,111,111,0,111,111,111,111
12616004,,BWAKA,,,,111,5,4,5,5,5,2,3,1,2,1,2,1,111,111,111,1,1,2,1,111,3,3,1,2,3,3,1,111,1,2,0,2,4,2,2
4205380,,BYELORUSSIAN,12948,,,7,5,7,5,5,4,3,5,1,3,3,2,3,111,111,111,2,111,5,4,2,2,2,2,2,3,3,3,3,111,111,0,5,111,4,4
8427588,,CADDO,,,,111,5,3,3,3,3,1,3,3,111,111,1,1,111,111,111,111,111,4,3,1,1,2,2,111,111,111,3,2,111,4,0,2,4,111,3
37955,,CADUVEO,,,,111,1,2,5,2,2,1,3,1,111,111,1,3,111,111,111,111,1,4,3,1,1,2,2,2,3,111,111,2,111,4,2,2,111,111,2
15171,,CAGABA,18712,,,111,2,3,5,5,5,1,3,1,111,111,1,2,111,111,111,111,111,1,3,3,1,2,2,2,3,3,3,2,2,2,1,1,4,2,1
8390724,,CAHUILLA,,,,111,2,1,1,2,5,1,1,111,111,111,1,111,111,111,111,111,111,4,3,1,3,3,1,111,111,2,1,2,111,1,0,1,4,2,3
36164,,CAKCHIQUEL,,,,111,111,3,5,4,4,1,111,111,111,111,111,111,111,111,111,111,111,4,4,3,3,3,1,111,111,3,1,2,111,4,0,111,111,111,111
44610,,CALLINAGO,,,,111,4,3,5,4,1,1,5,1,111,111,1,1,111,111,111,1,1,1,3,1,1,1,1,111,111,111,1,2,1,2,1,1,2,2,111
57667,,CAMARACOTO,,,,111,5,3,5,3,3,1,3,1,111,111,1,2,111,111,111,111,111,1,2,111,3,2,2,111,111,111,3,2,2,1,0,1,111,111,111
38211,,CAMAYURA,13102,,,3,3,3,3,4,2,1,3,1,111,111,1,3,111,111,111,1,111,1,3,1,3,2,2,1,2,2,3,2,2,1,1,1,4,2,2
50499,,CAMBA,,,,111,111,3,5,4,4,1,111,111,111,111,111,111,111,111,111,111,111,4,4,3,2,2,2,111,111,3,3,3,111,4,0,111,6,111,111
30787,,CAMBODIANS,13124,,,8,5,8,4,5,3,2,6,3,3,1,2,2,111,111,111,2,3,2,3,3,2,2,2,2,3,2,3,3,2,4,2,4,6,1,111
10533444,,CAMPA,13135,,,1,5,3,5,2,3,1,3,1,111,111,1,1,111,111,111,1,111,4,2,111,3,2,2,111,111,111,3,111,2,1,0,1,4,2,2
4234052,,CANTONESE,13157,,,111,111,3,5,5,5,2,111,111,111,111,111,111,111,111,111,111,111,2,3,1,3,3,1,111,111,111,3,2,111,111,0,111,111,111,111
50754,,CARAJA,13168,,,111,2,2,3,3,2,1,3,1,111,111,1,111,111,111,111,1,111,4,3,1,1,2,2,111,111,111,2,2,2,2,1,1,1,1,2
15683,,CARIB,,,,1,5,3,3,3,3,1,3,1,111,111,1,2,111,111,111,2,1,1,3,3,2,2,2,111,111,111,3,2,2,1,1,1,2,2,2
14729028,,CARIBOUESK,13190,,,1,2,2,4,1,2,1,1,111,111,111,1,3,111,111,111,2,2,2,2,2,2,2,2,1,2,2,3,111,111,1,0,1,3,1,3
36931,,CARINYA,17887,,,5,5,3,5,4,4,1,3,1,111,111,1,2,111,111,111,2,1,4,3,1,1,2,2,1,2,2,3,2,2,1,0,1,6,1,111
11588,,CAROLINEAN,,,,111,4,6,5,5,1,1,4,1,1,111,1,1,111,111,111,1,1,4,4,1,1,1,1,111,111,111,1,2,1,1,0,1,111,111,111
14730308,,CARRIACOU,13223,,,3,5,4,5,5,2,2,5,111,3,3,111,1,111,111,111,2,2,4,3,1,2,2,2,2,2,111,1,111,111,4,0,5,1,4,111
10534724,,CARRIER,13234,,,4,2,2,3,2,2,1,1,111,111,111,1,3,111,111,111,2,111,2,2,1,1,1,1,1,2,111,3,2,1,4,0,1,1,3,3
2146628,,CASTILE,26038; 26049; 26071,,,8,5,7,3,5,5,3,5,3,3,3,2,3,111,111,111,2,3,4,4,2,3,2,2,2,2,2,2,3,2,4,0,4,6,4,111
47684,,CATAWBA,,,,111,5,3,5,4,4,1,5,3,111,111,111,1,111,111,111,2,111,4,3,3,2,2,2,2,2,2,111,3,111,1,0,111,111,111,3
16963,,CAYAPA,13300,,,5,5,3,4,4,3,1,4,2,111,111,1,1,111,111,111,2,111,4,4,1,3,2,2,111,111,111,2,2,2,1,1,1,4,1,1
4231748,,CAYUA,,,,111,5,3,3,3,4,1,3,1,111,111,1,3,111,111,111,111,111,4,4,3,3,2,2,111,111,111,3,2,2,1,0,1,111,111,111
4244292,,CENT RUSSI,50265; 50268; 13321; 10827; 24597,,,8,5,8,5,5,5,3,6,3,3,3,2,3,111,111,111,2,2,3,4,3,2,2,2,1,2,3,3,3,111,4,0,5,6,4,111
12606788,,CHAAMBA,,,,2,2,5,5,4,5,4,6,2,3,3,111,3,111,111,111,1,111,2,2,111,3,3,1,111,111,111,111,3,111,5,0,3,4,4,111
14717252,,CHACOBO,,,,111,5,3,3,3,3,1,3,1,111,111,1,1,111,111,111,1,2,4,3,3,3,2,2,111,111,111,3,2,2,1,0,1,111,111,111
54850,,CHAGGA,13388,,,5,5,4,5,4,5,3,6,3,3,3,2,2,111,111,111,1,2,2,1,111,3,3,1,2,3,3,1,1,1,3,2,2,4,1,4
12593988,,CHAHAR,13399,,,3,2,5,5,4,5,4,2,111,3,3,2,2,111,111,111,2,111,2,4,1,3,3,1,1,2,111,3,1,1,4,0,3,111,1,111
53571,,CHAKMA,,,,111,5,4,5,4,4,2,3,3,3,3,1,2,111,111,111,2,111,2,3,3,3,3,1,2,3,3,1,3,1,111,0,2,111,111,111
12868,,CHAM,,,,5,4,8,5,5,4,2,6,3,3,1,2,3,111,111,111,111,111,4,3,2,1,1,1,2,1,1,3,2,1,2,0,3,6,1,111
8439363,,CHAMACOCO,,,,111,1,1,1,2,5,1,2,111,111,111,1,2,111,111,111,111,111,1,4,3,1,2,2,111,111,111,3,111,111,4,2,2,111,3,111
12614980,,CHAMBA,,,,111,5,4,5,4,4,2,3,3,2,1,111,111,111,111,111,111,111,2,3,1,2,1,2,2,3,1,111,1,1,2,0,2,111,111,111
8443203,,CHAMORRO,13454,,,5,5,4,5,5,4,2,3,3,3,3,2,2,111,111,111,2,3,4,4,3,2,2,2,2,2,2,3,3,2,1,0,2,6,4,111
4206404,,CHAWAI,,,,4,5,4,5,4,5,2,3,3,2,1,111,111,111,111,111,111,111,2,1,1,3,3,1,111,111,3,1,2,1,2,0,2,3,3,111
4219716,,CHECHEN,13476,,,111,5,7,5,5,5,4,5,3,3,3,2,3,111,111,111,111,111,2,2,1,3,3,1,111,111,111,1,111,111,111,0,111,111,4,111
6331716,,CHEKIANG,62492; 13665; 13668,,,8,5,4,5,5,4,2,6,3,2,1,2,3,111,111,111,2,3,5,4,3,2,3,1,2,3,3,3,2,111,4,0,5,2,1,3
5444,,CHEMEHUEV,,,,111,2,1,1,2,5,1,6,3,111,111,1,1,111,111,111,2,111,4,4,3,2,2,2,111,111,2,3,2,111,1,0,1,4,1,3
11330,,CHENCHU,,,,1,2,1,1,4,5,2,2,3,3,3,1,2,111,111,111,2,1,4,4,3,2,3,1,2,3,3,3,2,1,1,1,1,2,1,1
8429891,,CHEREMIS,13520,,,5,4,7,5,5,3,3,5,3,3,3,2,2,111,111,111,111,111,5,4,3,2,2,2,2,2,2,3,111,2,4,0,2,111,4,111
35651,,CHEROKEE,,,,4,5,3,4,3,3,1,3,3,111,111,1,1,111,111,111,2,111,4,3,1,1,1,1,111,111,111,1,1,1,1,2,3,111,111,3
4202308,,CHEWA,,,,3,5,4,4,3,4,2,3,3,3,3,2,1,111,111,111,1,3,1,1,111,1,1,1,2,1,1,1,2,1,2,0,3,4,1,111
8423747,,CHEYENNE,13553,,,111,1,2,3,1,5,1,2,3,111,111,1,3,111,111,111,2,3,4,2,1,1,2,2,1,2,2,3,2,111,1,2,2,1,1,3
8439107,,CHIBCHA,,,,7,5,3,5,4,4,1,6,1,111,111,2,2,111,111,111,111,1,2,2,111,3,2,2,2,3,3,111,3,2,4,2,3,4,1,111
4207428,,CHICHIMEC,,,,111,1,1,1,2,4,1,1,111,111,111,1,1,111,111,111,2,3,4,4,3,1,2,2,1,2,2,3,2,111,1,0,1,2,1,3
14719044,,CHICKASAW,,,,111,111,3,5,2,4,1,111,111,111,111,111,111,111,111,111,111,111,4,3,3,1,1,1,111,111,111,3,1,111,111,0,111,111,111,111
4204356,,CHIGA,,,,111,5,4,5,3,5,2,3,3,3,3,2,1,111,111,111,2,3,2,1,1,3,3,1,2,3,3,1,2,1,2,0,1,111,2,111
8390980,,CHILCOTIN,,,,1,2,2,3,2,1,1,1,111,111,111,1,3,111,111,111,2,1,3,3,1,3,2,2,2,3,3,3,2,111,3,0,1,4,111,3
48452,,CHILE,13630,,,8,6,8,5,5,4,3,6,3,3,3,2,3,111,111,111,2,2,4,4,2,3,2,2,2,2,2,3,3,2,4,0,4,6,4,4
324,,CHIMARIKO,,,,1,5,1,2,2,2,1,1,111,111,111,1,2,111,111,111,111,2,2,3,1,2,2,2,1,2,2,3,3,2,2,0,1,4,1,3
12595524,,CHIN,,,,111,5,4,5,3,4,2,3,3,3,1,2,2,111,111,111,2,111,2,3,3,3,3,1,2,3,3,3,1,1,4,0,2,4,1,111
43074,,CHINANTEC,,,,5,5,3,5,5,5,1,3,3,111,111,1,3,111,111,111,2,111,4,4,2,3,2,2,2,3,3,2,2,2,111,0,1,6,4,111
8450115,,CHINOOK,,,,111,5,2,3,3,1,1,1,111,111,111,1,3,111,111,111,2,111,2,2,1,3,2,2,111,111,111,111,111,2,4,0,1,4,111,3
8451651,,CHIPEWYAN,,,,1,2,2,5,1,2,1,1,111,111,111,1,3,111,111,111,2,1,4,3,3,3,2,2,1,2,3,3,2,111,1,0,1,2,1,3
8452419,,CHIPPEWA,13718,,,2,2,2,3,3,2,1,3,3,111,111,1,1,111,111,111,2,3,4,3,1,2,3,1,111,111,111,3,2,111,1,0,1,4,1,3
41538,,CHIRICAHUA,13729,,,111,1,1,1,2,5,1,2,3,111,111,1,1,111,111,111,2,3,4,2,1,1,2,2,1,2,2,3,2,111,1,0,1,2,1,3
51011,,CHIRIGUANO,13036,,,111,5,3,4,4,3,1,3,3,111,111,1,3,111,111,111,111,111,1,3,1,3,2,2,2,3,111,3,111,2,111,2,2,4,111,3
39236,,CHITIMACHA,,,,111,111,3,3,3,3,1,111,111,111,111,111,111,111,111,111,111,111,111,3,3,111,2,2,111,111,111,111,3,111,111,0,111,111,111,111
36675,,CHOCO,13762,,,2,5,3,4,3,4,1,3,2,111,111,1,2,111,111,111,2,111,4,4,3,2,2,2,2,3,111,2,2,2,1,0,1,111,2,111
14716996,,CHOCTAW,13773,,,111,5,3,3,3,3,1,3,3,111,111,1,1,111,111,111,2,111,4,3,3,1,1,1,111,111,111,3,1,1,1,0,2,111,111,111
2147396,,CHOISEUL,13784,,,111,4,4,4,4,4,2,4,1,1,111,1,2,111,111,111,1,2,2,3,3,3,2,2,2,3,3,1,2,1,3,0,1,4,1,111
8400452,,CHOKWE,13795,,,111,5,4,5,2,4,2,3,1,2,1,2,1,111,111,111,2,111,4,3,3,1,1,1,2,1,1,1,2,1,4,0,3,4,111,111
14727748,,CHOPI,13806,,,111,5,4,5,4,4,2,3,3,2,111,111,1,111,111,111,111,111,2,111,111,3,3,1,111,111,3,1,1,111,111,0,2,4,111,111
8426563,,CHOROTI,,,,1,3,1,2,2,3,1,2,1,111,111,1,1,111,111,111,2,1,1,4,3,1,2,2,1,2,2,3,3,2,1,1,1,111,1,3
14915,,CHORTI,,,,111,6,3,5,4,4,1,3,3,111,111,1,3,111,111,111,2,111,1,4,1,2,2,2,2,2,2,3,2,2,1,0,2,6,2,1
8447299,,CHUGACH,,,,111,5,2,5,3,1,1,1,111,111,111,1,3,111,111,111,1,2,4,111,111,3,2,2,2,2,3,3,3,2,4,0,1,4,1,3
1859,,CHUKCHEE,15148,,,1,1,3,5,3,2,4,1,111,3,1,2,3,111,111,111,2,1,1,1,2,3,2,2,1,2,3,3,3,111,3,1,1,5,3,3
12584772,,CHUMASH,,,,111,2,1,2,4,1,1,1,111,111,111,1,111,111,111,111,111,111,4,3,1,3,3,1,111,111,2,3,111,1,2,0,1,4,111,3
6330436,,COAHUILTECO,,,,111,111,2,2,1,4,1,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,2,2,111,111,111,111,3,111,111,0,111,111,111,111
8389700,,COAST YUKI,,,,111,2,1,2,3,2,1,1,111,111,111,1,1,111,111,111,2,2,4,1,111,2,2,2,1,2,2,3,2,111,1,0,1,2,2,3
6327620,,COCAMA,13927,,,5,5,3,5,4,1,1,3,1,111,111,1,111,111,111,111,2,111,1,3,1,3,3,1,111,111,111,111,111,1,3,0,1,111,2,111
8432451,,COCHITI,,,,5,5,3,5,3,4,1,6,3,111,111,1,3,111,111,111,2,111,4,4,1,1,1,1,111,111,2,2,2,1,1,1,1,6,1,111
8445251,,COCOPA,,,,111,5,3,3,3,3,1,5,3,111,111,1,2,111,111,111,2,2,1,3,3,3,3,1,1,2,2,3,2,1,2,0,1,2,1,3
2884,,COEUR D@AL,,,,3,2,2,2,2,2,1,1,111,111,111,1,3,111,111,111,1,3,4,2,1,3,2,2,1,2,111,3,111,111,3,0,2,6,1,3
12633156,,COLECNEGRO,13982; 13971; 13080,,,3,5,4,5,4,2,2,5,111,3,3,111,2,111,111,111,2,2,4,3,2,2,2,2,111,111,111,3,3,111,111,0,4,6,2,3
12611,,COMANCHE,13993,,,111,1,2,4,1,5,1,1,111,111,111,1,3,111,111,111,111,111,4,2,1,2,2,2,1,2,2,2,2,111,2,0,1,2,111,111
60995,,COMOX,,,,111,2,2,3,2,1,1,1,111,111,111,1,3,111,111,111,2,3,3,2,1,3,2,2,111,111,3,3,2,1,3,0,1,1,1,3
8436292,,CONIBO,14026; 25422,,,1,5,2,4,3,2,1,3,1,111,111,1,3,111,111,111,1,1,1,2,1,1,2,2,1,2,3,3,111,2,2,0,1,111,1,1
34370,,COOKISLAND,14037,,,111,5,3,5,5,2,1,4,1,111,111,1,1,111,111,111,2,2,4,2,1,3,2,2,111,111,111,3,2,1,3,0,2,4,1,2
29251,,COORG,,,,3,4,7,5,4,4,2,5,3,3,3,2,3,111,111,111,2,3,4,4,1,3,3,1,2,3,3,1,2,111,5,2,3,4,1,2
8450371,,COOS,,,,111,5,2,4,2,1,1,1,111,111,111,1,111,111,111,111,2,111,2,2,1,3,2,2,1,2,3,3,2,2,3,0,1,5,111,3
10563,,COPPER ESK,14070,,,1,2,2,5,2,1,1,1,111,111,111,1,3,111,111,111,2,1,1,4,3,2,2,2,1,2,2,2,3,111,1,0,1,1,1,3
4207940,,COROA,22045,,,3,2,3,4,3,4,1,3,1,111,111,1,2,111,111,111,1,3,4,4,3,1,2,2,111,111,111,2,1,111,1,0,1,4,111,111
8453699,,COWICHAN,,,,111,2,2,3,2,1,1,1,111,111,111,1,3,111,111,111,2,3,2,2,1,3,2,2,111,111,3,3,2,2,3,0,1,1,1,3
13379,,CREEK,14136,,,5,5,3,3,3,3,1,3,3,111,111,1,1,111,111,111,111,3,4,3,1,1,1,1,111,111,3,1,1,1,1,2,3,4,2,3
12867,,CROW,14169,,,111,2,2,3,1,5,1,2,111,111,111,1,3,111,111,111,111,111,4,2,111,3,1,1,1,2,1,3,1,111,1,2,2,5,1,3
8426051,,CUBEO,,,,1,3,3,4,4,2,1,3,1,111,111,1,1,111,111,111,2,1,1,3,3,3,3,1,1,2,3,1,2,1,2,0,1,4,1,1
43586,,CUNA,14235,,,2,5,3,5,4,2,1,3,3,111,111,1,3,111,111,111,2,3,1,3,1,1,2,2,111,111,111,2,2,2,3,2,2,6,4,1
12585028,,CUPENO,,,,111,2,1,1,2,5,1,1,111,111,111,1,1,111,111,111,111,111,4,3,3,3,3,1,111,111,2,1,2,111,1,0,1,4,111,3
57411,,CURIPACO,,,,1,5,3,5,3,2,1,3,1,111,111,1,1,111,111,111,111,111,111,4,3,3,2,2,111,111,111,2,2,2,1,0,1,111,111,111
25667,,CZECHS,21693,,,8,5,7,5,5,5,3,5,3,3,3,2,2,111,111,111,2,1,5,4,2,3,2,2,2,3,3,3,3,2,4,2,4,111,4,4
30276,,DAGARI,,,,5,5,4,5,5,5,3,3,3,3,111,2,3,111,111,111,1,1,2,2,1,3,1,2,2,1,1,1,2,1,2,0,2,4,111,111
4224836,,DAGOMBA,,,,111,5,4,5,5,5,2,3,3,2,1,111,111,111,111,111,2,111,2,2,111,111,1,2,111,111,111,111,2,111,111,0,4,6,111,111
26947,,DAGUR,,,,111,111,3,5,4,5,3,111,111,111,111,111,111,111,111,111,111,111,2,4,1,3,3,1,2,3,3,1,2,111,1,0,111,2,111,111
6328388,,DAHUNI,20978,,,4,4,6,5,4,2,2,4,1,1,111,1,2,111,111,111,1,111,3,3,1,2,1,1,2,1,2,3,2,1,2,0,1,4,1,111
32324,,DAKA,,,,111,5,4,5,5,5,2,3,3,2,1,111,111,111,111,111,111,111,1,4,1,1,1,1,2,1,1,111,1,1,2,0,1,4,111,111
31300,,DAKAKARI,,,,111,2,4,4,4,5,2,3,3,2,1,2,2,111,111,111,1,1,1,1,1,3,0,111,2,3,3,111,111,2,2,0,1,4,2,2
8416580,,DAN,15929,,,111,5,4,4,4,5,2,3,3,2,1,111,111,111,111,111,111,111,2,2,1,3,3,1,2,3,3,111,111,1,111,0,2,111,111,111
14728772,,DANI,14378,,,4,4,4,5,5,5,2,4,1,1,111,1,2,111,111,111,1,2,3,1,111,3,3,1,2,2,2,3,1,1,1,0,2,5,1,2
4215620,,DARASA,,,,111,5,4,5,4,5,2,5,1,3,3,2,2,111,111,111,111,111,4,1,111,3,3,1,2,3,3,3,111,1,111,0,3,4,111,111
8430403,,DARD,25427,,,5,2,7,5,4,5,3,5,3,3,3,2,1,111,111,111,2,111,2,2,1,3,3,1,2,3,3,3,3,111,5,2,3,111,1,4
4218180,,DAZA,,,,2,2,4,4,4,5,3,6,3,3,3,2,111,111,111,111,111,3,2,3,3,3,3,1,111,111,2,3,111,111,4,0,1,111,4,111
8424259,,DELAWARE,14422,,,4,2,3,3,3,3,1,3,3,111,111,1,1,111,111,111,2,1,4,3,1,1,1,1,2,1,111,1,2,1,1,1,1,4,3,111
24132,,DELIM,,,,111,1,3,5,3,4,4,6,2,3,3,2,3,111,111,111,111,111,2,3,1,3,3,1,2,2,2,3,3,111,5,0,4,111,4,111
12617540,,DERA,,,,111,5,4,5,5,5,2,5,3,3,1,111,111,111,111,111,111,111,2,1,1,3,1,2,111,111,111,1,2,111,111,0,2,4,111,111
14714436,,DIAFUN,30045,,,111,1,5,5,5,5,4,2,3,3,3,111,2,111,111,111,1,111,2,1,111,3,3,1,1,2,3,3,2,111,2,0,111,111,111,111
8418372,,DIAN,,,,3,5,4,4,5,5,3,3,3,3,1,111,111,111,111,111,111,111,2,2,1,3,111,1,2,3,1,111,1,111,111,0,111,111,111,111
10519876,,DIDINGA,,,,111,2,4,5,3,5,3,3,3,3,3,2,1,111,111,111,111,1,2,1,111,3,3,1,2,3,3,3,111,111,111,0,3,4,111,111
8431939,,DIEGUENO,14521,,,3,2,1,1,2,4,1,1,111,111,111,1,1,111,111,111,2,111,2,1,1,3,3,1,1,2,2,1,2,111,1,1,1,4,1,3
32579,,DIERI,,,,1,1,1,1,2,5,1,1,111,111,111,1,1,111,111,111,1,111,1,2,111,3,1,1,1,2,111,3,2,111,1,1,2,4,1,2
16708,,DIGO,,,,111,5,4,5,4,3,2,3,1,2,1,2,1,111,111,111,111,111,2,1,111,3,1,2,2,1,1,1,111,111,111,0,2,4,4,111
8429123,,DILLING,,,,111,4,4,4,4,5,3,5,3,3,3,1,2,111,111,111,1,111,2,1,111,3,3,1,2,3,3,1,3,1,2,2,2,111,111,111
